is_cause,sentence
0.0,"""Vitamin""/NOUN,""B6""/NOUN,""ginger""/NOUN,""effective""/ADJ,""nausea""/NOUN,""vomiting""/NOUN,""early""/ADJ,""pregnancy""/NOUN"
1.0,"""Hypercholesterolemia""/NOUN,""also""/ADV,""called""/VERB,""high""/ADJ,""cholesterol""/NOUN,""form""/NOUN,""hyperlipidemia""/NOUN,""may""/AUX,""consequence""/VERB,""diet""/NOUN,""obesity""/NOUN,""diabetes""/NOUN"
0.0,"""The""/DET,""fruit""/NOUN,""Lycium""/PROPN,""chinense""/PROPN,""LC""/PROPN,""one""/NUM,""popular""/ADJ,""natural""/ADJ,""material""/NOUN,""used""/VERB,""counter""/NOUN,""effect""/NOUN,""musculoskeletal""/ADJ,""disease""/NOUN,""oriental""/ADJ,""medicine""/NOUN"
0.0,"""Previous""/ADJ,""study""/NOUN,""reported""/VERB,""inconsistent""/ADJ,""finding""/NOUN,""regarding""/VERB,""consumption""/NOUN,""vegetarian""/NOUN,""diet""/NOUN,""mental""/ADJ,""health""/NOUN,""outcome""/NOUN,""specifically""/ADV,""depression""/NOUN,""anxiety""/NOUN,""stress""/NOUN"
0.0,"""Ginger""/NOUN,""important""/ADJ,""medicinal""/ADJ,""herb""/NOUN,""numerous""/ADJ,""bioactive""/ADJ,""component""/NOUN,""used""/VERB,""management""/NOUN,""control""/NOUN,""and""/CCONJ,""/""/SYM,""or""/CCONJ,""treatment""/NOUN,""disease""/NOUN,""including""/VERB,""diabetes""/NOUN,""mellitus""/NOUN"
1.0,"""High""/ADJ,""protein""/NOUN,""diet""/NOUN,""believed""/VERB,""cause""/VERB,""kidney""/NOUN,""stone""/NOUN,""formation""/NOUN,""bone""/NOUN,""loss""/NOUN,""mechanism""/NOUN,""mediating""/VERB,""change""/NOUN,""unknown""/ADJ"
0.0,"""Infectious""/ADJ,""salmon""/NOUN,""anaemia""/NOUN,""ISA""/NOUN,""serious""/ADJ,""viral""/ADJ,""disease""/NOUN,""farmed""/VERB,""Atlantic""/ADJ,""salmon""/NOUN,""Salmo""/PROPN,""salar""/NOUN"
0.0,"""Diosgenin""/PROPN,""yam-derived""/VERB,""compound""/NOUN,""found""/VERB,""facilitate""/VERB,""repair""/NOUN,""axonal""/ADJ,""atrophy""/NOUN,""synaptic""/ADJ,""degeneration""/NOUN,""improve""/VERB,""memory""/NOUN,""dysfunction""/NOUN,""transgenic""/ADJ,""mouse""/NOUN,""model""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN"
0.0,"""Health""/NOUN,""claim""/NOUN,""describe""/VERB,""relation""/NOUN,""food""/NOUN,""substance""/NOUN,""risk""/NOUN,""disease""/NOUN,""e.g.""/X,""Adequate""/ADJ,""calcium""/NOUN,""vitamin""/NOUN,""D""/NOUN,""throughout""/ADP,""life""/NOUN,""part""/NOUN,""well-balanced""/ADJ,""diet""/NOUN,""may""/AUX,""reduce""/VERB,""risk""/NOUN,""osteoporosis""/NOUN"
1.0,"""Oral""/ADJ,""food""/NOUN,""challenge""/NOUN,""demonstrated""/VERB,""diagnosis""/NOUN,""almond""/NOUN,""allergy""/NOUN,""based""/VERB,""extract-sIgE""/NOUN,""test""/NOUN,""display""/NOUN,""low""/ADJ,""specificity""/NOUN"
0.0,"""Ginger""/NOUN,""rizhome""/NOUN,""Zingiber""/PROPN,""officinale""/PROPN,""Roscoe""/PROPN,""widely""/ADV,""used""/VERB,""ethnomedicine""/NOUN,""cure""/NOUN,""several""/ADJ,""ailment""/NOUN"
1.0,"""High""/ADJ,""endotoxin""/NOUN,""ammonia""/NOUN,""dust""/NOUN,""level""/NOUN,""contribute""/VERB,""acute""/ADJ,""chronic""/ADJ,""respiratory""/ADJ,""symptom""/NOUN,""people""/NOUN,""work""/NOUN,""setting""/VERB"
0.0,"""Dairy""/NOUN,""food""/NOUN,""application""/NOUN,""include""/VERB,""use""/NOUN,""different""/ADJ,""enzyme""/NOUN,""protease""/NOUN,""lessen""/NOUN,""allergic""/ADJ,""property""/NOUN,""bovine""/NOUN,""milk""/NOUN,""product""/NOUN,""lipase""/NOUN,""improve""/VERB,""flavor""/NOUN,""cheese""/NOUN"
0.0,"""We""/PRON,""previously""/ADV,""demonstrated""/VERB,""iso-alpha-acids""/NOUN,""IAAs""/NOUN,""hop-derived""/VERB,""bitter""/ADJ,""component""/NOUN,""beer""/NOUN,""improve""/VERB,""memory""/NOUN,""impairment""/NOUN,""aged""/VERB,""Alzheimer""/PROPN,""disease""/NOUN,""mouse""/NOUN,""model""/NOUN"
1.0,"""Trigonella""/PROPN,""foenum-graecum""/NOUN,""fenugreek""/NOUN,""reported""/VERB,""hypoglycemic""/ADJ,""hypocholesterolemic""/ADJ,""hyperinsulinemic""/ADJ,""anti-diabetic""/ADJ,""property""/NOUN"
0.0,"""Consumption""/NOUN,""olive""/NOUN,""Olea""/PROPN,""europaea""/PROPN,""L.""/PROPN,""including""/VERB,""table""/NOUN,""olive""/NOUN,""oil""/NOUN,""associated""/VERB,""low""/ADJ,""incidence""/NOUN,""inflammation-related""/ADJ,""disease""/NOUN"
0.0,"""The""/DET,""nutrition""/NOUN,""pyramid""/NOUN,""described""/VERB,""narrative""/ADJ,""review""/NOUN,""hypothetical""/ADJ,""even""/ADV,""light""/ADJ,""several""/ADJ,""limitation""/NOUN,""present""/ADJ,""review""/NOUN,""main""/ADJ,""limitation""/NOUN,""fact""/NOUN,""date""/NOUN,""randomized""/VERB,""controlled""/VERB,""trial""/NOUN,""literature""/NOUN,""clearly""/ADV,""showing""/VERB,""improved""/VERB,""nutrition""/NOUN,""via""/ADP,""regulation""/NOUN,""carbon""/NOUN,""dioxide""/NOUN,""produced""/VERB,""/""/SYM,""oxygen""/NOUN,""consumed""/VERB,""inflammation""/NOUN,""oxidative""/ADJ,""stress""/NOUN,""improves""/VERB,""symptom""/NOUN,""and""/CCONJ,""/""/SYM,""or""/CCONJ,""progression""/NOUN,""COPD""/NOUN"
1.0,"""The""/DET,""intake""/NOUN,""processed""/VERB,""meat""/NOUN,""associated""/VERB,""several""/ADJ,""adverse""/ADJ,""health""/NOUN,""outcome""/NOUN,""type""/NOUN,""II""/NOUN,""diabetes""/NOUN,""cancer""/NOUN,""however""/ADV,""mechanism""/NOUN,""fully""/ADV,""understood""/VERB"
0.0,"""Outbreaks""/NOUN,""highly""/ADV,""pathogenic""/ADJ,""avian""/ADJ,""influenza""/NOUN,""HPAI""/PROPN,""virus""/NOUN,""subtype""/NOUN,""H7N3""/PROPN,""occurring""/VERB,""commercial""/ADJ,""chicken""/NOUN,""Mexico""/PROPN,""since""/ADP,""first""/ADJ,""introduction""/NOUN,""2012""/NUM"
0.0,"""Accumulating""/VERB,""evidence""/NOUN,""suggests""/VERB,""nutrition""/NOUN,""e.g.""/X,""via""/ADP,""fruit""/NOUN,""vegetable""/NOUN,""fish""/NOUN,""important""/ADJ,""optimizing""/VERB,""cognition""/NOUN,""reducing""/VERB,""risk""/NOUN,""AD""/NOUN"
1.0,"""Recently""/ADV,""prevalence""/NOUN,""food""/NOUN,""allergy""/NOUN,""childhood""/NOUN,""increasing""/VERB,""fruit""/NOUN,""common""/ADJ,""allergen""/NOUN"
1.0,"""Exposure""/NOUN,""cigarette""/NOUN,""smoke""/NOUN,""CS""/NOUN,""associated""/VERB,""increased""/VERB,""risk""/NOUN,""several""/ADJ,""neurological""/ADJ,""disease""/NOUN,""stroke""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""dementia""/NOUN"
1.0,"""The""/DET,""consumption""/NOUN,""ultra-processed""/VERB,""product""/NOUN,""UP""/PROPN,""associated""/VERB,""many""/ADJ,""disease""/NOUN,""adult""/NOUN,""arterial""/ADJ,""hypertension""/NOUN,""diabetes""/NOUN,""asthma""/NOUN"
1.0,"""The""/DET,""decreasing""/VERB,""mortality""/NOUN,""rate""/NOUN,""cerebrovascular""/ADJ,""disease""/NOUN,""thought""/VERB,""reflect""/VERB,""increase""/VERB,""animal""/NOUN,""food""/NOUN,""milk""/NOUN,""dairy""/NOUN,""product""/NOUN,""consequently""/ADV,""saturated""/VERB,""fatty""/NOUN,""acid""/NOUN,""calcium""/NOUN,""together""/ADV,""decrease""/VERB,""salt""/NOUN,""intake""/NOUN,""may""/AUX,""led""/VERB,""decrease""/VERB,""blood""/NOUN,""pressure""/NOUN"
0.0,"""A""/DET,""diet""/NOUN,""based""/VERB,""adequate""/ADJ,""intake""/NOUN,""calcium""/NOUN,""1000-1200""/NUM,""mg""/NOUN,""per""/ADP,""day""/NOUN,""containment""/NOUN,""animal""/NOUN,""protein""/NOUN,""salt""/NOUN,""decrease""/VERB,""significantly""/ADV,""urinary""/ADJ,""supersaturation""/NOUN,""calcium""/NOUN,""oxalate""/NOUN,""reduce""/VERB,""relative""/ADJ,""risk""/NOUN,""stone""/NOUN,""recurrence""/NOUN,""hypercalciuric""/ADJ,""renal""/ADJ,""stone""/NOUN,""former""/NOUN"
0.0,"""The""/DET,""reported""/ADJ,""incidence""/NOUN,""osteoporosis""/NOUN,""lower""/ADJ,""country""/NOUN,""Mediterranean""/ADJ,""diet""/NOUN,""predominates""/VERB,""apparent""/ADJ,""relationship""/NOUN,""may""/AUX,""mediated""/VERB,""phenolic""/ADJ,""compound""/NOUN,""present""/ADJ,""olive""/NOUN,""oil""/NOUN"
1.0,"""Nickel""/NOUN,""common""/ADJ,""cause""/NOUN,""contact""/NOUN,""allergy""/NOUN,""general""/ADJ,""population""/NOUN,""frequently""/ADV,""detected""/VERB,""allergen""/NOUN,""patient""/NOUN,""patch""/NOUN,""tested""/VERB,""suspected""/VERB,""allergic""/ADJ,""contact""/NOUN,""dermatitis""/NOUN,""ACD""/NOUN"
0.0,"""Urinary""/ADJ,""hippuric""/NOUN,""acid""/NOUN,""HA""/NOUN,""citrate""/NOUN,""represent""/VERB,""useful""/ADJ,""biomarkers""/NOUN,""fruit""/NOUN,""vegetable""/NOUN,""FAV""/NOUN,""intake""/NOUN,""nephrolithiasis""/NOUN"
1.0,"""Despite""/ADP,""high""/ADJ,""acceptability""/NOUN,""Allium""/NOUN,""sativa""/NOUN,""Garlic""/NOUN,""remedy""/NOUN,""many""/ADJ,""disease""/NOUN,""earlier""/ADV,""stated""/VERB,""manyresearchers""/NOUN,""previous""/ADJ,""study""/NOUN,""shown""/VERB,""chronic""/ADJ,""unregulated""/ADJ,""consumption""/NOUN,""garlic""/NOUN,""may""/AUX,""result""/VERB,""intra""/NOUN,""vascularhaemolytic""/ADJ,""anaemia""/NOUN,""rat""/NOUN"
0.0,"""Fructose""/NOUN,""cause""/VERB,""sodium""/NOUN,""retention""/NOUN,""raise""/VERB,""blood""/NOUN,""pressure""/NOUN,""likely""/ADV,""helped""/VERB,""survival""/NOUN,""setting""/VERB,""dehydration""/NOUN,""salt""/NOUN,""deprivation""/NOUN"
1.0,"""Low""/ADJ,""diet""/NOUN,""quality""/NOUN,""driver""/NOUN,""general""/ADJ,""micronutrient""/ADJ,""malnutrition""/NOUN,""urban""/ADJ,""rural""/ADJ,""area""/NOUN"
1.0,"""Portion""/NOUN,""size""/NOUN,""certain""/ADJ,""food""/NOUN,""increasing""/VERB,""dramatically""/ADV,""recent""/ADJ,""year""/NOUN,""alongside""/ADP,""obesity""/NOUN,""rate""/NOUN,""concurring""/VERB,""phenomenon""/NOUN,""portion""/NOUN,""size""/NOUN,""effect""/NOUN,""consumed""/VERB,""offered""/VERB"
0.0,"""Fresh""/ADJ,""tomato""/NOUN,""juice""/NOUN,""may""/AUX,""useful""/ADJ,""hypocitraturic""/ADJ,""recurrent""/ADJ,""stone""/NOUN,""former""/ADJ,""due""/ADJ,""high""/ADJ,""content""/NOUN,""citrate""/NOUN,""magnesium""/NOUN,""low""/ADJ,""content""/NOUN,""sodium""/NOUN,""oxalate""/NOUN"
0.0,"""Dark""/ADJ,""tea""/NOUN,""significant""/ADJ,""effect""/NOUN,""prevention""/NOUN,""treatment""/NOUN,""age-related""/ADJ,""degenerative""/ADJ,""disease""/NOUN"
1.0,"""The""/DET,""characteristic""/ADJ,""tree""/NOUN,""nut""/NOUN,""TNs""/NOUN,""peanut""/NOUN,""PN""/NOUN,""allergy""/NOUN,""vary""/NOUN,""different""/ADJ,""region""/NOUN,""world""/NOUN"
1.0,"""Dairy""/NOUN,""product""/NOUN,""contain""/VERB,""beneficial""/ADJ,""harmful""/ADJ,""nutrient""/ADJ,""relation""/NOUN,""cardiometabolic""/ADJ,""disease""/NOUN"
1.0,"""Food""/NOUN,""allergy""/NOUN,""common""/ADJ,""disease""/NOUN,""caused""/VERB,""intake""/NOUN,""allergen-containing""/VERB,""food""/NOUN,""milk""/NOUN,""egg""/NOUN,""peanut""/NOUN,""wheat""/NOUN"
0.0,"""Abundant""/ADJ,""study""/NOUN,""highlighted""/VERB,""protective""/ADJ,""effect""/NOUN,""docosahexaenoic""/NOUN,""acid""/NOUN,""DHA""/NOUN,""form""/NOUN,""glycerolipids""/NOUN,""glycerophosphatides""/NOUN,""triglyceride""/NOUN,""DHA-ethyl""/NOUN,""ester""/NOUN,""DHA-EE""/PROPN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN,""however""/ADV,""eicosapentaenoic""/NOUN,""acid""/NOUN,""EPA""/PROPN,""rarely""/ADV,""implicated""/VERB"
0.0,"""Overall""/ADJ,""finding""/NOUN,""indicate""/VERB,""fermented""/ADJ,""curly""/ADJ,""kale""/NOUN,""juice""/NOUN,""may""/AUX,""become""/VERB,""popular""/ADJ,""functional""/ADJ,""food""/NOUN,""sector""/NOUN,""especially""/ADV,""among""/ADP,""vegetarian""/ADJ,""consumer""/NOUN,""lactose""/NOUN,""intolerance""/NOUN,""allergy""/NOUN,""milk""/NOUN,""protein""/NOUN"
0.0,"""There""/ADV,""little""/ADJ,""information""/NOUN,""association""/NOUN,""intake""/NOUN,""cholesterol""/NOUN,""egg""/NOUN,""major""/ADJ,""source""/NOUN,""dietary""/ADJ,""cholesterol""/NOUN,""risk""/NOUN,""cognitive""/ADJ,""decline""/NOUN,""general""/ADJ,""population""/NOUN,""carrier""/NOUN,""apolipoprotein""/NOUN,""E4""/NOUN,""APO-E4""/NOUN,""major""/ADJ,""risk""/NOUN,""factor""/NOUN,""dementia""/NOUN"
0.0,"""Long-term""/ADJ,""fish""/NOUN,""oil""/NOUN,""FO""/NOUN,""supplementation""/NOUN,""able""/ADJ,""improve""/VERB,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN,""pathology""/NOUN"
0.0,"""The""/DET,""infection""/NOUN,""transmitted""/VERB,""contaminated""/VERB,""food""/NOUN,""water""/NOUN,""air""/NOUN,""direct""/ADJ,""contact""/NOUN,""insect""/NOUN"
0.0,"""Increased""/VERB,""olive""/NOUN,""oil""/NOUN,""consumption""/NOUN,""implicated""/VERB,""reduction""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""rheumatoid""/ADJ,""arthritis""/NOUN,""lesser""/ADJ,""extent""/NOUN,""variety""/NOUN,""cancer""/NOUN"
0.0,"""A""/DET,""misconception""/NOUN,""milk""/NOUN,""lactose""/NOUN,""intolerance""/NOUN,""increase""/VERB,""disease""/NOUN,""activity""/NOUN,""inflammatory""/ADJ,""bowel""/NOUN,""disease""/NOUN,""lead""/NOUN,""exclusion""/NOUN,""dietary""/ADJ,""dairy""/NOUN,""product""/NOUN,""patient""/NOUN,""increased""/VERB,""risk""/NOUN,""low""/ADJ,""bone""/NOUN,""mineral""/NOUN,""density""/NOUN"
1.0,"""Three""/NUM,""cook""/NOUN,""two""/NUM,""baker""/NOUN,""worker""/NOUN,""grocery""/NOUN,""store""/NOUN,""occupationally""/ADV,""exposed""/VERB,""buckwheat""/NOUN,""flour""/NOUN,""developed""/VERB,""immediate""/ADJ,""allergy""/NOUN,""buckwheat""/NOUN,""confirmed""/VERB,""skin""/NOUN,""prick""/NOUN,""testing""/NOUN,""measurement""/NOUN,""specific""/ADJ,""immunoglobulin""/NOUN,""E""/NOUN,""antibody""/NOUN"
0.0,"""However""/ADV,""validity""/NOUN,""noni""/NOUN,""fruit""/NOUN,""juice""/NOUN,""treatment""/NOUN,""rheumatoid""/NOUN,""arthritis""/NOUN,""RA""/PROPN,""autoimmune""/ADJ,""disorder""/NOUN,""confirmed""/VERB,""yet""/ADV"
0.0,"""Esophageal""/ADJ,""trichomoniasis""/NOUN,""rarely""/ADV,""reported""/VERB,""chicken""/NOUN"
0.0,"""While""/ADP,""could""/AUX,""suggested""/VERB,""daily""/ADJ,""consumption""/NOUN,""flavanols""/NOUN,""cocoa""/NOUN,""dark""/ADJ,""chocolate""/NOUN,""would""/AUX,""constitute""/VERB,""potential""/ADJ,""preventive""/ADJ,""tool""/NOUN,""useful""/ADJ,""nutritional""/ADJ,""management""/NOUN,""T2D""/NOUN,""recommendation""/NOUN,""cautious""/ADJ,""since""/ADP,""commercially""/ADV,""available""/ADJ,""soluble""/ADJ,""cocoa""/NOUN,""product""/NOUN,""chocolate""/NOUN,""contain""/VERB,""low""/ADJ,""amount""/NOUN,""flavanols""/NOUN,""rich""/ADJ,""sugar""/NOUN,""calorie""/NOUN,""may""/AUX,""aggravate""/VERB,""glycaemic""/ADJ,""control""/NOUN,""T2D""/PROPN,""patient""/NOUN"
0.0,"""In""/ADP,""previous""/ADJ,""study""/NOUN,""capsular""/NOUN,""serotype""/NOUN,""A""/NOUN,""strain""/NOUN,""GX-Pm""/PROPN,""isolated""/VERB,""liver""/NOUN,""chicken""/NOUN,""died""/VERB,""outbreak""/NOUN,""fowl""/NOUN,""cholera""/NOUN,""2011""/NUM"
0.0,"""Tea""/NOUN,""drinking""/NOUN,""positive""/ADJ,""effect""/NOUN,""bone""/NOUN,""health""/NOUN,""may""/AUX,""prevent""/VERB,""treat""/NOUN,""osteoporosis""/NOUN,""especially""/ADV,""older""/ADJ,""postmenopausal""/ADJ,""woman""/NOUN"
0.0,"""Consumption""/NOUN,""certain""/ADJ,""food""/NOUN,""pregnancy""/NOUN,""shown""/VERB,""beneficial""/ADJ,""effect""/NOUN,""childhood""/NOUN,""asthma""/NOUN,""allergic""/ADJ,""disease""/NOUN,""development""/NOUN,""aggravation""/NOUN"
0.0,"""Home""/NOUN,""fortification""/NOUN,""micronutrient""/NOUN,""powder""/NOUN,""MNP""/NOUN,""shown""/VERB,""reduce""/VERB,""anaemia""/NOUN,""high""/ADJ,""overall""/ADJ,""acceptability""/NOUN,""adherence""/NOUN,""limited""/VERB,""evidence""/NOUN,""West""/PROPN,""Africa""/PROPN"
0.0,"""Here""/ADV,""report""/VERB,""first""/ADJ,""case""/NOUN,""Mycobacterium""/NOUN,""tuberculosis""/NOUN,""infection""/NOUN,""Korean""/ADJ,""wild""/ADJ,""boar""/NOUN,""Sus""/PROPN,""scrofa""/PROPN,""coreanus""/PROPN"
1.0,"""Jug""/NOUN,""r""/NOUN,""1""/NUM,""major""/ADJ,""allergen""/NOUN,""walnut""/NOUN,""trigger""/VERB,""severe""/ADJ,""allergic""/ADJ,""reaction""/NOUN,""epitope""/NOUN"
0.0,"""A""/DET,""high""/ADJ,""level""/NOUN,""education""/NOUN,""manual-work""/NOUN,""low""/ADJ,""level""/NOUN,""alcohol""/NOUN,""use""/VERB,""regular""/ADJ,""health""/NOUN,""check""/NOUN,""vegetable-based""/ADJ,""diet""/NOUN,""fruit""/NOUN,""milk""/NOUN,""protective""/ADJ,""factor""/NOUN,""VCIND""/PROPN"
0.0,"""Allium""/NOUN,""fistulosum""/NOUN,""Welsh""/ADJ,""onion""/NOUN,""traditional""/ADJ,""medicinal""/ADJ,""plant""/NOUN,""used""/VERB,""treatment""/NOUN,""cold""/ADJ,""influenza""/NOUN,""abdominal""/ADJ,""pain""/NOUN,""headache""/NOUN,""heart""/NOUN,""disease""/NOUN"
0.0,"""Evidence""/NOUN,""association""/NOUN,""chocolate""/NOUN,""intake""/NOUN,""risk""/NOUN,""chronic""/ADJ,""disease""/NOUN,""inconclusive""/ADJ"
0.0,"""There""/ADV,""strong""/ADJ,""belief""/NOUN,""garlic""/NOUN,""medicinal""/ADJ,""property""/NOUN,""may""/AUX,""even""/ADV,""reduce""/VERB,""risk""/NOUN,""developing""/VERB,""certain""/ADJ,""cancer""/NOUN,""including""/VERB,""gastrointestinal""/ADJ,""tract""/NOUN"
0.0,"""The""/DET,""hypothesis""/NOUN,""vitamin""/NOUN,""A""/NOUN,""food""/NOUN,""rich""/ADJ,""vitamin""/NOUN,""A""/NOUN,""milk""/NOUN,""protects""/VERB,""development""/NOUN,""airway""/NOUN,""obstruction""/NOUN,""tested""/VERB,""subsample""/NOUN,""data""/NOUN,""1971-1975""/NUM,""National""/PROPN,""Health""/PROPN,""Nutrition""/PROPN,""Examination""/PROPN,""Survey""/PROPN"
0.0,"""In""/ADP,""study""/NOUN,""HD11""/NOUN,""chicken""/NOUN,""macrophage""/NOUN,""cell""/NOUN,""line""/NOUN,""chicken""/NOUN,""peripheral""/ADJ,""blood""/NOUN,""mononuclear""/NOUN,""cell-derived""/ADJ,""macrophage""/NOUN,""PBMCs-MA""/NOUN,""infected""/VERB,""IBV""/PROPN,""multiplicity""/NOUN,""infection""/NOUN,""MOI""/NOUN,""10""/NUM"
1.0,"""Cigarette""/NOUN,""smoke""/NOUN,""CS""/NOUN,""cause""/VERB,""480,000""/NUM,""death""/NOUN,""year""/NOUN,""worldwide""/ADJ,""well-known""/ADJ,""harmful""/ADJ,""effect""/NOUN,""human""/ADJ,""body""/NOUN,""leading""/VERB,""heart""/NOUN,""disease""/NOUN,""stroke""/NOUN,""lung""/NOUN,""cancer""/NOUN,""cardiovascular""/ADJ,""problem""/NOUN"
0.0,"""As""/ADP,""10""/NUM,""experimental""/ADJ,""drug""/NOUN,""candidate""/NOUN,""treatment""/NOUN,""RA""/NOUN,""enter""/VERB,""phase""/NOUN,""I""/PROPN,""trial""/NOUN,""eventually""/ADV,""registered""/VERB,""Food""/PROPN,""Drug""/PROPN,""Administration""/PROPN,""immediate""/ADJ,""need""/NOUN,""translational""/ADJ,""tool""/NOUN,""facilitate""/VERB,""early""/ADJ,""decision-making""/NOUN,""drug""/NOUN,""development""/NOUN"
0.0,"""PRV-3""/PROPN,""recently""/ADV,""associated""/VERB,""disease""/NOUN,""rainbow""/NOUN,""trout""/NOUN,""Oncorhynchus""/PROPN,""mykiss""/PROPN,""characterized""/VERB,""anaemia""/NOUN,""heart""/NOUN,""red""/ADJ,""muscle""/NOUN,""pathology""/NOUN,""jaundice""/NOUN,""syndrome""/NOUN,""coho""/NOUN,""salmon""/NOUN,""Oncorhynchus""/PROPN,""kisutch""/PROPN"
0.0,"""Red""/ADJ,""yeast""/NOUN,""rice""/NOUN,""food""/NOUN,""fermentation""/NOUN,""product""/NOUN,""widely""/ADV,""used""/VERB,""promote""/VERB,""blood""/NOUN,""circulation""/NOUN,""remove""/VERB,""blood""/NOUN,""stasis""/NOUN"
0.0,"""fruit""/NOUN,""CU""/NOUN,""long""/ADV,""used""/VERB,""traditional""/ADJ,""medicine""/NOUN,""therapeutic""/ADJ,""effect""/NOUN,""pathogenic""/ADJ,""disease""/NOUN,""including""/VERB,""asthma""/NOUN,""vomiting""/NOUN,""dyspepsia""/NOUN,""blood""/NOUN,""circulation""/NOUN,""disorder""/NOUN,""various""/ADJ,""type""/NOUN,""cancer""/NOUN"
0.0,"""Proteins""/NOUN,""peptide""/NOUN,""chicken""/NOUN,""meat""/NOUN,""bone""/NOUN,""known""/VERB,""rich""/ADJ,""functional""/ADJ,""nutritional""/ADJ,""ingredient""/NOUN,""improvement""/NOUN,""osteoporosis""/NOUN"
0.0,"""Humoral""/ADJ,""fecal""/ADJ,""immunoglobulin""/NOUN,""A""/NOUN,""IgA""/PROPN,""response""/NOUN,""correlated""/VERB,""protection""/NOUN,""NV""/NOUN,""however""/ADV,""role""/NOUN,""breast""/NOUN,""milk""/NOUN,""IgA""/PROPN,""NV""/PROPN,""infection""/NOUN,""associated""/VERB,""diarrhea""/NOUN,""still""/ADV,""unknown""/ADJ"
0.0,"""Calcium""/NOUN,""bioactive""/ADJ,""peptide""/NOUN,""yet""/CCONJ,""unidentified""/ADJ,""component""/NOUN,""whole""/ADJ,""milk""/NOUN,""may""/AUX,""protect""/VERB,""hypertension""/NOUN,""folic""/NOUN,""acid""/NOUN,""vitamin""/NOUN,""B6""/NOUN,""pyridoxine""/NOUN,""B12""/NOUN,""cyanocobalamin""/NOUN,""unidentified""/ADJ,""component""/NOUN,""skim""/NOUN,""milk""/NOUN,""may""/AUX,""contribute""/VERB,""low""/ADJ,""homocysteine""/NOUN,""level""/NOUN"
0.0,"""Transcriptome""/NOUN,""pathway""/NOUN,""analysis""/NOUN,""highlighted""/VERB,""mitochondrial""/ADJ,""dysfunction""/NOUN,""altered""/VERB,""fatty""/NOUN,""acid""/NOUN,""oxidation""/NOUN,""key""/NOUN,""molecular""/ADJ,""perturbation""/NOUN,""associated""/VERB,""zileuton""/NOUN,""exposure""/NOUN,""suggested""/VERB,""interindividual""/ADJ,""difference""/NOUN,""cytochrome""/NOUN,""P450""/NOUN,""metabolism""/NOUN,""glutathione-mediated""/ADJ,""detoxification""/NOUN,""farnesoid""/NOUN,""X""/NOUN,""receptor""/NOUN,""signaling""/NOUN,""may""/AUX,""contribute""/VERB,""zileuton-induced""/ADJ,""liver""/NOUN,""injury""/NOUN,""ZILI""/PROPN"
0.0,"""The""/DET,""basophil""/NOUN,""activation""/NOUN,""test""/NOUN,""BAT""/PROPN,""reported""/VERB,""useful""/ADJ,""diagnosis""/NOUN,""various""/ADJ,""food""/NOUN,""allergy""/NOUN,""allergy""/NOUN,""peanut""/NOUN,""fish""/NOUN"
1.0,"""Based""/VERB,""observation""/NOUN,""investigator""/NOUN,""believe""/VERB,""long""/ADJ,""term""/NOUN,""intake""/NOUN,""high""/ADJ,""carbohydrate""/NOUN,""diet""/NOUN,""may""/AUX,""increase""/VERB,""risk""/NOUN,""nephrolithiasis""/NOUN,""possibly""/ADV,""osteoporosis""/NOUN"
1.0,"""The""/DET,""origin""/NOUN,""AD""/NOUN,""multifactorial""/ADJ,""many""/ADJ,""metabolic""/ADJ,""disorder""/NOUN,""originating""/VERB,""overconsumption""/NOUN,""fat""/NOUN,""cholesterol""/NOUN,""sugar""/NOUN,""associated""/VERB,""higher""/ADJ,""risk""/NOUN,""AD""/NOUN,""later""/ADJ,""life""/NOUN"
1.0,"""Bread""/NOUN,""staple""/NOUN,""food""/NOUN,""majority""/NOUN,""people""/NOUN,""worldwide""/ADJ,""high""/ADJ,""glycemic""/ADJ,""effect""/NOUN"
1.0,"""Although""/ADP,""calcium""/NOUN,""supplementation""/NOUN,""cause""/VERB,""hypercalciuria""/NOUN,""risk""/NOUN,""nephrolithiasis""/NOUN,""shown""/VERB,""decrease""/VERB,""rather""/ADV,""increase""/VERB,""among""/ADP,""subject""/NOUN,""higher""/ADJ,""calcium""/NOUN,""intake""/NOUN"
0.0,"""Zingiber""/PROPN,""officinale""/PROPN,""used""/VERB,""diet-based""/ADJ,""therapy""/NOUN,""wide""/ADJ,""therapeutic""/ADJ,""potential""/NOUN,""type""/NOUN,""2""/NUM,""diabetes""/NOUN,""mellitus""/NOUN,""T2DM""/PROPN,""diabetic""/ADJ,""complication""/NOUN,""directly""/ADV,""interacting""/VERB,""different""/ADJ,""molecular""/ADJ,""cellular""/ADJ,""pathway""/NOUN,""provoke""/VERB,""pathogenesis""/NOUN,""T2DM""/PROPN"
0.0,"""although""/ADP,""grass""/NOUN,""pea""/NOUN,""belongs""/VERB,""leguminoseae""/NOUN,""family""/NOUN,""allergic""/ADJ,""reaction""/NOUN,""flour""/NOUN,""rarely""/ADV,""described""/VERB"
