label,sentence
1,"""These""/DET,""result""/NOUN,""imply""/VERB,""sequential""/ADJ,""extract""/NOUN,""honeybush""/NOUN,""tea""/NOUN,""particularly""/ADV,""aqueous""/ADJ,""ethyl""/NOUN,""acetate""/NOUN,""extract""/NOUN,""may""/AUX,""exhibit""/VERB,""antioxidant""/ADJ,""potential""/NOUN,""also""/ADV,""mediate""/VERB,""anti-hyperglycemia""/NOUN,""activity""/NOUN,""inhibiting""/VERB,""lipid""/NOUN,""carbohydrate""/NOUN,""digestion""/NOUN"
1,"""Bredemolic""/ADJ,""acid""/NOUN,""BA""/NOUN,""isomer""/NOUN,""maslinic""/NOUN,""acid""/NOUN,""reported""/VERB,""ameliorate""/ADJ,""intermediate""/ADJ,""hyperglycaemia""/NOUN,""found""/VERB,""prediabetes""/NOUN,""however""/ADV,""effect""/NOUN,""triterpene""/NOUN,""cardiovascular""/ADJ,""function""/NOUN,""yet""/ADV,""determined""/VERB"
2,"""We""/PRON,""report""/VERB,""case""/NOUN,""IgE-mediated""/VERB,""hypersensitivity""/NOUN,""lemon""/NOUN,""seed""/NOUN"
2,"""The""/DET,""indulgence""/NOUN,""alcoholic""/ADJ,""beverage""/NOUN,""moderation""/NOUN,""contrasted""/VERB,""inestimable""/ADJ,""risk""/NOUN,""danger""/NOUN,""alcohol""/NOUN,""abuse""/NOUN,""many""/ADJ,""cardiovascular""/ADJ,""implication""/NOUN,""cardiac""/ADJ,""arrhythmia""/NOUN,""cardiomyopathy""/NOUN,""arterial""/ADJ,""hypertension""/NOUN"
1,"""Breast""/NOUN,""milk""/NOUN,""completely""/ADV,""adapted""/VERB,""nutrition""/NOUN,""source""/NOUN,""newborn""/NOUN,""also""/ADV,""impressive""/ADJ,""array""/NOUN,""immune-active""/ADJ,""molecule""/NOUN,""afford""/VERB,""protection""/NOUN,""infection""/NOUN,""shape""/NOUN,""mucosal""/ADJ,""immune""/ADJ,""response""/NOUN"
0,"""A""/DET,""high""/ADJ,""percentage""/NOUN,""total""/ADJ,""calorie""/NOUN,""ultra-processed""/VERB,""food""/NOUN,""associated""/VERB,""several""/ADJ,""cardiovascular""/ADJ,""disease""/NOUN,""risk""/NOUN,""factor""/NOUN"
0,"""Twenty-three""/NUM,""positive""/ADJ,""bronchial""/ADJ,""nasal""/ADJ,""challenge""/NOUN,""performed""/VERB,""16""/NUM,""patient""/NOUN,""six""/NUM,""farmer""/NOUN,""six""/NUM,""bakery""/NOUN,""worker""/NOUN,""four""/NUM,""food""/NOUN,""industry""/NOUN,""worker""/NOUN,""asthma""/NOUN,""rhinitis""/NOUN,""diagnosed""/VERB,""caused""/VERB,""cereal""/NOUN,""flour""/NOUN,""grain""/NOUN,""cow""/NOUN,""epithelium""/NOUN,""storage""/NOUN,""mite""/NOUN,""garlic""/NOUN,""soy""/NOUN,""dust""/NOUN"
0,"""We""/PRON,""recently""/ADV,""identified""/VERB,""sodium""/NOUN,""n-propyl""/NOUN,""thiosulfate""/NOUN,""NPTS""/NOUN,""sodium""/NOUN,""2-propenyl""/NOUN,""thiosulfate""/NOUN,""2PTS""/NOUN,""boiled""/VERB,""onion""/NOUN,""garlic""/NOUN,""respectively""/NOUN,""causative""/ADJ,""agent""/NOUN,""hemolytic""/ADJ,""anemia""/NOUN,""dog""/NOUN"
0,"""Current""/ADJ,""dietary""/ADJ,""guideline""/NOUN,""recommend""/VERB,""patient""/NOUN,""chronic""/ADJ,""kidney""/NOUN,""disease""/NOUN,""CKD""/NOUN,""restrict""/VERB,""individual""/ADJ,""nutrient""/NOUN,""sodium""/NOUN,""potassium""/NOUN,""phosphorus""/NOUN,""protein""/NOUN"
0,"""The""/DET,""predominant""/ADJ,""urinary""/ADJ,""tract""/NOUN,""stone""/NOUN,""tribal""/ADJ,""Satpura""/PROPN,""belt""/NOUN,""bladder""/NOUN,""stone""/NOUN,""may""/AUX,""related""/VERB,""poor""/ADJ,""nutrition""/NOUN,""low""/ADJ,""socioeconomic""/ADJ,""status""/NOUN,""consumption""/NOUN,""bajra""/NOUN,""millet""/NOUN,""staple""/NOUN,""food""/NOUN,""found""/VERB,""region""/NOUN,""93.5""/NUM"
0,"""Migraine""/NOUN,""attack""/NOUN,""produced""/VERB,""frequently""/ADV,""cow""/NOUN,""milk""/NOUN,""10""/NUM,""17""/NUM,""patient""/NOUN,""cabbage""/NOUN,""flour""/NOUN,""egg""/NOUN,""5""/NUM,""patient""/NOUN,""preservative""/NOUN,""cottage""/NOUN,""Swiss""/ADJ,""cheese""/NOUN,""porcine""/NOUN,""meat""/NOUN,""4""/NUM,""patient""/NOUN,""colorants""/NOUN,""chocolate""/NOUN,""3""/NUM,""patient""/ADJ,""beef""/NOUN,""strawberry""/NOUN,""lemon""/NOUN,""butter""/NOUN,""2""/NUM,""patient""/NOUN"
0,"""Three""/NUM,""cook""/NOUN,""two""/NUM,""baker""/NOUN,""worker""/NOUN,""grocery""/NOUN,""store""/NOUN,""occupationally""/ADV,""exposed""/VERB,""buckwheat""/NOUN,""flour""/NOUN,""developed""/VERB,""immediate""/ADJ,""allergy""/NOUN,""buckwheat""/NOUN,""confirmed""/VERB,""skin""/NOUN,""prick""/NOUN,""testing""/NOUN,""measurement""/NOUN,""specific""/ADJ,""immunoglobulin""/NOUN,""E""/NOUN,""antibody""/NOUN"
1,"""Nuts""/NOUN,""whole""/ADJ,""grain""/NOUN,""fruit""/NOUN,""vegetable""/NOUN,""contain""/VERB,""abundance""/NOUN,""phenolic""/ADJ,""compound""/NOUN,""terpenoids""/NOUN,""pigment""/NOUN,""natural""/ADJ,""antioxidant""/NOUN,""associated""/VERB,""protection""/NOUN,""and""/CCONJ,""/""/SYM,""or""/CCONJ,""treatment""/NOUN,""chronic""/ADJ,""disease""/NOUN,""heart""/NOUN,""disease""/NOUN,""cancer""/NOUN,""diabetes""/NOUN,""hypertension""/NOUN,""well""/NOUN,""medical""/ADJ,""condition""/NOUN"
2,"""In""/ADP,""Japan""/PROPN,""2016-2017""/NUM,""winter""/NOUN,""season""/NOUN,""clade""/NOUN,""2.3.4.4""/NUM,""highly""/ADV,""pathogenic""/ADJ,""avian""/ADJ,""influenza""/NOUN,""virus""/NOUN,""HPAIVs""/PROPN,""H5N6""/PROPN,""subtype""/NOUN,""caused""/VERB,""12""/NUM,""outbreak""/NOUN,""chicken""/NOUN,""Muscovy""/PROPN,""duck""/NOUN,""farm""/NOUN"
1,"""Polyphenols""/NOUN,""olive""/NOUN,""oil""/NOUN,""OO""/PROPN,""virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""VOO""/NOUN,""extra""/ADJ,""virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""contribute""/VERB,""essential""/ADJ,""role""/NOUN,""management""/NOUN,""CVDs""/NOUN"
2,"""All""/DET,""diseased""/ADJ,""chick""/NOUN,""showed""/VERB,""clinical""/ADJ,""sign""/NOUN,""infectious""/ADJ,""bronchitis""/NOUN,""including""/VERB,""gasping""/VERB,""coughing""/NOUN,""nasal""/ADJ,""discharge""/NOUN,""wet""/ADJ,""eye""/NOUN,""swollen""/ADJ,""sinus""/NOUN,""reduction""/NOUN,""food""/NOUN,""consumption""/NOUN,""weight""/NOUN,""gain""/NOUN"
1,"""The""/DET,""soluble""/ADJ,""dietary""/ADJ,""fiber""/NOUN,""1-3""/NUM,""1-4""/NUM,""mixed""/ADJ,""linked""/VERB,""beta-D-glucan""/NOUN,""cereal""/NOUN,""grain""/NOUN,""valuable""/ADJ,""component""/NOUN,""healthy""/ADJ,""diet""/NOUN,""reduces""/VERB,""risk""/NOUN,""coronary""/ADJ,""disease""/NOUN,""diabetes""/NOUN"
1,"""Sword""/PROPN,""bean""/NOUN,""known""/VERB,""traditional""/ADJ,""medicinal""/ADJ,""plant""/NOUN,""treat""/NOUN,""cancer""/NOUN,""sinus""/NOUN,""infection""/NOUN,""suppurative""/ADJ,""disease""/NOUN"
2,"""Soluble""/ADJ,""oxalate""/NOUN,""food""/NOUN,""major""/ADJ,""concern""/NOUN,""kidney""/NOUN,""stone""/NOUN,""former""/ADJ,""due""/ADJ,""tendency""/NOUN,""increase""/VERB,""urinary""/ADJ,""oxalate""/NOUN,""concentration""/NOUN"
0,"""The""/DET,""Mediterranean""/ADJ,""diet""/NOUN,""MD""/NOUN,""affect""/VERB,""risk""/NOUN,""myocardial""/ADJ,""infarction""/NOUN,""long-term""/ADJ,""prognosis""/NOUN,""coronary""/ADJ,""event""/NOUN"
1,"""With""/ADP,""famous""/ADJ,""Seven""/PROPN,""Countries""/PROPN,""Study""/PROPN,""Keys""/PROPN,""demonstrated""/VERB,""first""/ADJ,""time""/NOUN,""population""/NOUN,""practicing""/VERB,""Mediterranean""/ADJ,""diet""/NOUN,""Greeks""/PROPN,""southern""/ADJ,""Italians""/PROPN,""showed""/VERB,""low""/ADJ,""mortality""/NOUN,""rate""/NOUN,""ischemic""/ADJ,""heart""/NOUN,""disease""/NOUN,""compared""/VERB,""people""/NOUN,""Northern""/PROPN,""Europe""/PROPN,""North""/PROPN,""America""/PROPN"
0,"""A""/DET,""high-calorie""/ADJ,""diet""/NOUN,""HCD""/PROPN,""induces""/VERB,""two""/NUM,""mutually""/ADV,""exacerbating""/VERB,""effect""/NOUN,""contributing""/VERB,""diet-induced""/ADJ,""obesity""/NOUN,""DIO""/PROPN,""impaired""/VERB,""glucose""/NOUN,""metabolism""/NOUN,""increased""/VERB,""food""/NOUN,""consumption""/NOUN"
1,"""Consumption""/NOUN,""watermelon""/NOUN,""associated""/VERB,""beneficial""/ADJ,""effect""/NOUN,""metabolism""/NOUN,""including""/VERB,""reduction""/NOUN,""systolic""/ADJ,""blood""/NOUN,""pressure""/NOUN,""improved""/VERB,""fasting""/VERB,""blood""/NOUN,""glucose""/NOUN,""level""/NOUN,""change""/NOUN,""hepatic""/ADJ,""metabolite""/NOUN,""accumulation""/NOUN"
1,"""Salvia""/PROPN,""officinalis""/PROPN,""L.""/PROPN,""sage""/NOUN,""medicinal""/ADJ,""plant""/NOUN,""used""/VERB,""ingredient""/NOUN,""food""/NOUN,""beverage""/NOUN,""display""/NOUN,""wide""/ADJ,""range""/NOUN,""biological""/ADJ,""pharmacological""/ADJ,""activity""/NOUN,""including""/VERB,""anti-diabetic""/ADJ,""effect""/NOUN"
2,"""These""/DET,""result""/NOUN,""demonstrated""/VERB,""developed""/VERB,""immunoassay""/NOUN,""provided""/VERB,""sensitive""/ADJ,""rapid""/ADJ,""accurate""/ADJ,""approach""/NOUN,""detection""/NOUN,""AMD""/NOUN,""chicken""/NOUN,""employing""/VERB,""MBs""/PROPN,""solid""/ADJ,""phase""/NOUN,""SA-BIO""/NOUN,""signal""/NOUN,""amplification""/NOUN"
0,"""Milk""/NOUN,""dairy""/NOUN,""product""/NOUN,""containing""/VERB,""milk""/NOUN,""fat""/NOUN,""major""/ADJ,""food""/NOUN,""source""/NOUN,""saturated""/VERB,""fatty""/ADJ,""acid""/NOUN,""linked""/VERB,""increased""/VERB,""risk""/NOUN,""cardiovascular-related""/ADJ,""clinical""/ADJ,""outcome""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""CVD""/NOUN,""coronary""/ADJ,""heart""/NOUN,""disease""/NOUN,""CHD""/NOUN,""stroke""/NOUN"
2,"""High""/ADJ,""consumption""/NOUN,""red""/ADJ,""meat""/NOUN,""carcinogenic""/ADJ,""human""/ADJ,""misuse""/NOUN,""abuse""/NOUN,""alcohol""/NOUN,""drinking""/NOUN,""increase""/VERB,""premature""/ADJ,""death""/NOUN,""shortened""/VERB,""life""/NOUN,""expectancy""/NOUN"
2,"""While""/ADP,""many""/ADJ,""egg""/NOUN,""milk-allergic""/ADJ,""child""/NOUN,""tolerate""/NOUN,""baked""/VERB,""egg""/NOUN,""BE""/NOUN,""milk""/NOUN,""BM""/NOUN,""reaction""/NOUN,""elicited""/VERB,""oral""/ADJ,""food""/NOUN,""challenge""/NOUN,""OFCs""/PROPN,""severe""/ADJ"
0,"""The""/DET,""basis""/NOUN,""recommendation""/NOUN,""hypothesis""/NOUN,""postulate""/VERB,""consumption""/NOUN,""food""/NOUN,""rich""/ADJ,""saturated""/ADJ,""fat""/NOUN,""increase""/VERB,""serum""/NOUN,""cholesterol""/NOUN,""level""/NOUN,""increase""/VERB,""risk""/NOUN,""CHD""/NOUN"
2,"""The""/DET,""association""/NOUN,""specific""/ADJ,""type""/NOUN,""nut""/NOUN,""specifically""/ADV,""peanut""/NOUN,""walnut""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""remain""/VERB,""unclear""/ADJ"
1,"""A""/DET,""high""/ADJ,""level""/NOUN,""education""/NOUN,""manual-work""/NOUN,""low""/ADJ,""level""/NOUN,""alcohol""/NOUN,""use""/VERB,""regular""/ADJ,""health""/NOUN,""check""/NOUN,""vegetable-based""/ADJ,""diet""/NOUN,""fruit""/NOUN,""milk""/NOUN,""protective""/ADJ,""factor""/NOUN,""VCIND""/PROPN"
1,"""Polyphenols""/NOUN,""coffee""/NOUN,""guava""/NOUN,""tea""/NOUN,""whortleberry""/NOUN,""olive""/NOUN,""oil""/NOUN,""propolis""/NOUN,""chocolate""/NOUN,""red""/ADJ,""wine""/NOUN,""grape""/NOUN,""seed""/NOUN,""cocoa""/NOUN,""reported""/VERB,""show""/NOUN,""anti-diabetic""/ADJ,""effect""/NOUN,""T2D""/NOUN,""patient""/NOUN,""increasing""/VERB,""glucose""/NOUN,""metabolism""/NOUN,""improving""/VERB,""vascular""/ADJ,""function""/NOUN,""well""/ADV,""reducing""/VERB,""insulin""/NOUN,""resistance""/NOUN,""HbA1c""/PROPN,""level""/NOUN"
1,"""Having""/VERB,""least""/ADV,""three""/NUM,""serving""/VERB,""vegetable""/NOUN,""two""/NUM,""serving""/VERB,""fruit""/NOUN,""day""/NOUN,""could""/AUX,""help""/VERB,""prevent""/VERB,""dementia""/NOUN,""older""/ADJ,""adult""/NOUN,""new""/ADJ,""research""/NOUN,""suggests""/VERB"
1,"""Fruit""/NOUN,""vegetable""/NOUN,""consumption""/NOUN,""considered""/VERB,""protective""/ADJ,""effect""/NOUN,""cardiovascular""/ADJ,""cerebrovascular""/ADJ,""disease""/NOUN,""CVDs""/NOUN"
0,"""Influence""/NOUN,""protein-containing""/VERB,""dust""/NOUN,""worker""/NOUN,""result""/NOUN,""respiratory""/ADJ,""disease""/NOUN"
2,"""Piscine""/NOUN,""orthoreovirus""/NOUN,""PRV-1""/NOUN,""cause""/VERB,""heart""/NOUN,""skeletal""/ADJ,""muscle""/NOUN,""inflammation""/NOUN,""HSMI""/PROPN,""farmed""/VERB,""Atlantic""/ADJ,""salmon""/NOUN"
0,"""Severe""/ADJ,""allergy""/NOUN,""fruit""/NOUN,""mediated""/VERB,""7""/NUM,""kDa""/NOUN,""allergen""/NOUN,""belonging""/VERB,""gibberellin-regulated""/ADJ,""protein""/NOUN,""GRP""/PROPN,""family""/NOUN,""known""/VERB,""associated""/VERB,""Cupressaceae""/PROPN,""pollinosis""/NOUN"
2,"""Though""/ADP,""diabetic""/ADJ,""cohort""/NOUN,""consumes""/VERB,""lower""/ADJ,""number""/NOUN,""snack""/NOUN,""dessert""/NOUN,""consume""/VERB,""higher""/ADJ,""amount""/NOUN,""sugar""/NOUN,""tea""/NOUN"
0,"""Pakistan""/PROPN,""among""/ADP,""nation""/NOUN,""high""/ADJ,""intake""/NOUN,""trans-fatty""/ADJ,""acid""/NOUN,""TFAs""/PROPN,""major""/ADJ,""dietary""/ADJ,""risk""/NOUN,""factor""/NOUN,""noncommunicable""/ADJ,""disease""/NOUN,""NCDs""/PROPN"
2,"""Although""/ADP,""breast""/NOUN,""milk""/NOUN,""considered""/VERB,""major""/ADJ,""source""/NOUN,""transmission""/NOUN,""transfusion-transmitted""/VERB,""CMV""/PROPN,""TT-CMV""/PROPN,""infection""/NOUN,""often""/ADV,""suspected""/VERB,""CMV""/PROPN,""disease""/NOUN,""develops""/VERB,""transfusion""/NOUN"
1,"""Tea""/NOUN,""red""/ADJ,""wine""/NOUN,""cocoa""/NOUN,""good""/ADJ,""source""/NOUN,""flavanols""/NOUN,""highly""/ADV,""consumed""/VERB,""food""/NOUN,""might""/AUX,""contribute""/VERB,""prevent""/VERB,""diabetes""/NOUN"
2,"""This""/DET,""review""/NOUN,""synthesized""/VERB,""evidence""/NOUN,""relation""/NOUN,""tea""/NOUN,""consumption""/NOUN,""risk""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""CVD""/NOUN,""all-cause""/ADJ,""mortality""/NOUN,""among""/ADP,""generally""/ADV,""healthy""/ADJ,""adult""/NOUN"
1,"""A""/DET,""Cretan""/ADJ,""Mediterranean""/ADJ,""diet""/NOUN,""high""/ADJ,""olive""/NOUN,""oil""/NOUN,""whole""/ADJ,""grain""/NOUN,""fruit""/NOUN,""vegetable""/NOUN,""legume""/NOUN,""low""/ADJ,""cholesterol""/NOUN,""saturated""/VERB,""fat""/NOUN,""reduce""/VERB,""stroke""/NOUN,""40""/NUM,""high-risk""/ADJ,""patient""/NOUN"
1,"""Diosgenin""/PROPN,""yam-derived""/VERB,""compound""/NOUN,""found""/VERB,""facilitate""/VERB,""repair""/NOUN,""axonal""/ADJ,""atrophy""/NOUN,""synaptic""/ADJ,""degeneration""/NOUN,""improve""/VERB,""memory""/NOUN,""dysfunction""/NOUN,""transgenic""/ADJ,""mouse""/NOUN,""model""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN"
1,"""Current""/ADJ,""experimental""/ADJ,""study""/NOUN,""support""/VERB,""beneficial""/ADJ,""role""/NOUN,""extra-virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""EVOO""/NOUN,""several""/ADJ,""inflammatory""/ADJ,""disease""/NOUN"
0,"""Also""/ADV,""excessive""/ADJ,""intake""/NOUN,""fat""/NOUN,""high-calorie""/ADJ,""food""/NOUN,""also""/ADV,""related""/VERB,""development""/NOUN,""obesity""/NOUN,""contributes""/VERB,""development""/NOUN,""CVD""/NOUN"
1,"""Some""/DET,""bath""/NOUN,""oil""/NOUN,""skin""/NOUN,""cream""/NOUN,""used""/VERB,""treating""/VERB,""AD""/NOUN,""contain""/VERB,""peanut""/NOUN,""oil""/NOUN,""suggested""/VERB,""exposure""/NOUN,""peanut""/NOUN,""allergen""/NOUN,""disrupted""/VERB,""skin""/NOUN,""barrier""/NOUN,""potential""/NOUN,""cause""/ADP,""PA""/PROPN"
1,"""Our""/PRON,""previous""/ADJ,""study""/NOUN,""verified""/VERB,""grape""/NOUN,""seed""/NOUN,""procyanidin""/NOUN,""B2""/NOUN,""GSPB2""/NOUN,""played""/VERB,""protective""/ADJ,""effect""/NOUN,""hepatic""/ADJ,""damage""/NOUN,""diabetes""/NOUN"
2,"""Children""/NOUN,""inflammatory""/ADJ,""bowel""/NOUN,""disease""/NOUN,""IBDs""/NOUN,""risk""/VERB,""developing""/VERB,""nutrition""/NOUN,""deficiency""/NOUN,""particularly""/ADV,""reduced""/VERB,""intake""/NOUN,""restrictive""/ADJ,""diet""/NOUN,""malabsorption""/NOUN,""excessive""/ADJ,""nutrient""/ADJ,""loss""/NOUN"
1,"""Oil""/NOUN,""tea""/NOUN,""traditionally""/ADV,""used""/VERB,""minority""/NOUN,""population""/NOUN,""China""/PROPN,""treating""/VERB,""various""/ADJ,""ailment""/NOUN,""traditional""/ADJ,""Chinese""/ADJ,""medicine""/NOUN"
2,"""Infectious""/ADJ,""bronchitis""/NOUN,""IB""/NOUN,""affect""/VERB,""chicken""/NOUN,""age""/NOUN,""pose""/VERB,""major""/ADJ,""economic""/ADJ,""loses""/NOUN,""poultry""/NOUN,""industry""/NOUN,""worldwide""/ADV"
2,"""This""/DET,""led""/VERB,""double""/ADJ,""burden""/NOUN,""malnutrition""/NOUN,""DBM""/PROPN"
2,"""These""/DET,""finding""/NOUN,""might""/AUX,""provide""/VERB,""experimental""/ADJ,""support""/NOUN,""beneficial""/ADJ,""nutritional""/ADJ,""property""/NOUN,""olive""/NOUN,""olive""/NOUN,""oil""/NOUN,""well""/NOUN,""chemical""/NOUN,""scaffold""/NOUN,""development""/NOUN,""new""/ADJ,""drug""/NOUN,""aiming""/VERB,""neurodegenerative""/ADJ,""tauopathies""/NOUN"
1,"""Taraxacum""/PROPN,""officinale""/PROPN,""L.""/PROPN,""commonly""/ADV,""called""/VERB,""dandelion""/NOUN,""used""/VERB,""century""/NOUN,""natural""/ADJ,""medicine""/NOUN,""treat""/VERB,""inflammatory""/ADJ,""disease""/NOUN,""including""/VERB,""metabolic""/ADJ,""alteration""/NOUN,""associated""/VERB,""obesity""/NOUN"
1,"""Milk""/NOUN,""consumption""/NOUN,""accepted""/VERB,""strategy""/NOUN,""building""/VERB,""peak""/NOUN,""bone""/NOUN,""mass""/NOUN,""therefore""/ADV,""may""/AUX,""reduce""/VERB,""risk""/NOUN,""osteoporosis""/NOUN"
2,"""Glasshouse""/NOUN,""pathogenicity""/NOUN,""test""/NOUN,""avocado""/NOUN,""Persea""/PROPN,""americana""/NOUN,""seedling""/NOUN,""confirmed""/VERB,""Calonectria""/PROPN,""ilicicola""/NOUN,""severe""/ADJ,""pathogen""/NOUN,""avocado""/NOUN,""causing""/VERB,""stunting""/NOUN,""wilting""/VERB,""seedling""/NOUN,""death""/NOUN,""within""/ADP,""5""/NUM,""week""/NOUN,""inoculation""/NOUN"
0,"""New""/ADJ,""symptom""/NOUN,""hypersensitivity""/NOUN,""caused""/VERB,""chemotherapy""/NOUN,""drug""/NOUN,""monoclonal""/ADJ,""antibody""/NOUN,""biological""/ADJ,""agent""/NOUN,""suggested""/VERB,""recognized""/VERB,""anaphylaxis""/NOUN,""phenotype""/NOUN"
1,"""Milk""/NOUN,""dairy""/NOUN,""product""/NOUN,""may""/AUX,""contribute""/VERB,""prevention""/NOUN,""physical""/ADJ,""cognitive""/ADJ,""impairment""/NOUN"
0,"""Allergen""/NOUN,""Glb33""/NOUN,""important""/ADJ,""allergen""/NOUN,""rice""/NOUN,""cause""/VERB,""allergic""/ADJ,""reaction""/NOUN,""asthma""/NOUN,""atopic""/ADJ,""dermatitis""/NOUN"
1,"""Oats""/NOUN,""product""/NOUN,""believed""/VERB,""contain""/VERB,""many""/ADJ,""bioactives""/NOUN,""posse""/NOUN,""potential""/ADJ,""beneficial""/ADJ,""property""/NOUN,""chronic""/ADJ,""disease""/NOUN"
1,"""Epidemiological""/ADJ,""study""/NOUN,""suggest""/VERB,""Mediterranean""/ADJ,""diet""/NOUN,""rich""/ADJ,""virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""decrease""/VERB,""risk""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN"
1,"""In""/ADP,""context""/NOUN,""extra""/ADJ,""virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""EVOO""/NOUN,""representative""/ADJ,""component""/NOUN,""diet""/NOUN,""seems""/VERB,""relevant""/ADJ,""lowering""/VERB,""incidence""/NOUN,""cardiovascular""/ADJ,""event""/NOUN,""including""/VERB,""myocardial""/ADJ,""infarction""/NOUN,""stroke""/NOUN"
1,"""Epidemiological""/ADJ,""clinical""/ADJ,""study""/NOUN,""compellingly""/ADV,""showed""/VERB,""ability""/NOUN,""Mediterranean""/ADJ,""diet""/NOUN,""rich""/ADJ,""extra-virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""EVOO""/NOUN,""reduce""/VERB,""multiple""/ADJ,""disease""/NOUN,""cancer""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""aging""/VERB,""cognitive""/ADJ,""function""/NOUN,""decline""/NOUN"
0,"""Cow""/NOUN,""milk""/NOUN,""protein""/NOUN,""allergy""/NOUN,""occurs""/VERB,""approximately""/ADV,""5-10""/NUM,""population""/NOUN,""infant""/NOUN,""child""/NOUN,""become""/VERB,""important""/ADJ,""public""/ADJ,""food""/NOUN,""safety""/NOUN,""problem""/NOUN"
0,"""Flagellate""/NOUN,""dermatitis""/NOUN,""caused""/VERB,""intake""/NOUN,""shiitake""/NOUN,""mushroom""/NOUN,""characterized""/VERB,""linear""/ADJ,""erythematous""/ADJ,""lesion""/NOUN,""intensely""/ADV,""pruritic""/ADJ"
1,"""Previously""/ADV,""supplementation""/NOUN,""selenium-rich""/ADJ,""Brazil""/PROPN,""nut""/NOUN,""Bertholletia""/PROPN,""excelsa""/PROPN,""shown""/VERB,""potential""/ADJ,""reducing""/VERB,""cognitive""/ADJ,""decline""/NOUN,""MCI""/PROPN,""patient""/NOUN,""could""/AUX,""prove""/VERB,""safe""/ADJ,""effective""/ADJ,""nutritional""/ADJ,""approach""/NOUN,""early""/ADJ,""disease""/NOUN,""process""/NOUN,""slow""/ADJ,""decline""/NOUN"
1,"""The""/DET,""consumption""/NOUN,""natural""/ADJ,""polyphenol-rich""/ADJ,""food""/NOUN,""cocoa""/NOUN,""particular""/ADJ,""related""/VERB,""reduced""/VERB,""risk""/NOUN,""CVD""/NOUN,""including""/VERB,""coronary""/ADJ,""heart""/NOUN,""disease""/NOUN,""stroke""/NOUN"
1,"""Virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""key""/NOUN,""component""/NOUN,""Mediterranean""/ADJ,""Diet""/PROPN,""MDiet""/PROPN,""recognised""/VERB,""beneficial""/ADJ,""effect""/NOUN,""metabolism""/NOUN,""cardiovascular""/ADJ,""health""/NOUN,""may""/AUX,""decrease""/VERB,""risk""/NOUN,""osteoporotic""/ADJ,""fracture""/NOUN"
0,"""Asthma""/NOUN,""could""/AUX,""induced""/VERB,""inhaled""/VERB,""flour""/NOUN,""exposure""/NOUN,""allergen""/NOUN,""present""/ADJ,""bakery""/NOUN,""product""/NOUN"
2,"""Dairy""/NOUN,""product""/NOUN,""contain""/VERB,""beneficial""/ADJ,""harmful""/ADJ,""nutrient""/ADJ,""relation""/NOUN,""cardiometabolic""/ADJ,""disease""/NOUN"
2,"""PRV-3""/PROPN,""recently""/ADV,""associated""/VERB,""disease""/NOUN,""rainbow""/NOUN,""trout""/NOUN,""Oncorhynchus""/PROPN,""mykiss""/PROPN,""characterized""/VERB,""anaemia""/NOUN,""heart""/NOUN,""red""/ADJ,""muscle""/NOUN,""pathology""/NOUN,""jaundice""/NOUN,""syndrome""/NOUN,""coho""/NOUN,""salmon""/NOUN,""Oncorhynchus""/PROPN,""kisutch""/PROPN"
1,"""Further""/ADJ,""waste""/NOUN,""product""/NOUN,""tropical""/ADJ,""fruit""/NOUN,""including""/VERB,""mangosteen""/NOUN,""rind""/NOUN,""coffee""/NOUN,""pulp""/NOUN,""spent""/VERB,""coffee""/NOUN,""ground""/NOUN,""provide""/VERB,""option""/NOUN,""reduce""/VERB,""metabolic""/ADJ,""syndrome""/NOUN"
1,"""Components""/NOUN,""ginger""/NOUN,""Zingiber""/PROPN,""officinale""/NOUN,""extract""/NOUN,""described""/VERB,""potential""/ADJ,""new""/ADJ,""drug""/NOUN,""candidate""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN,""able""/ADJ,""interact""/NOUN,""several""/ADJ,""molecular""/ADJ,""target""/NOUN,""related""/VERB,""AD""/NOUN,""treatment""/NOUN"
1,"""Iron-deficiency""/ADJ,""anemia""/NOUN,""important""/ADJ,""health""/NOUN,""problem""/NOUN,""global""/ADJ,""public""/ADJ,""issue""/NOUN,""development""/NOUN,""iron""/NOUN,""fortifiers""/NOUN,""diet""/NOUN,""essential""/ADJ,""decrease""/NOUN,""iron""/NOUN,""deficiency""/NOUN"
